id,url,statut,categorie,nb_signalements,date,email,pseudonyme,url_arnaque,contenu,commentaire,themes
907408,https://www.signal-arnaques.com/scam/view/907408,ARNAQUE SUSPECTÉE !!!,Phishing,1,24/02/2026,bosdamatie@randos.co.uk,Amazon,,""" Confirmation de commande Commande n°401-7818293-0192031 Cher client, Nous vous informons que votre période gratuite est désormais terminée. Sauf annulation de votre part, la période payante sera automatiquement enclenchée dans 24 heures pour une durée de 24 mois. Vous continuerez à bénéficier de l’ensemble des services inclus dans votre offre. Une facture vous sera envoyée à l’adresse e-mail associée à votre compte (...................@orange.fr). Vous pouvez gérer ou annuler votre abonnement à tout moment en vous rendant dans la rubrique « Vos commandes » ci-dessous. Date d'activation : 23 février Retrouvez le suivi de votre commande ci-dessous. Vos commandes Adresse de facturation : .................@orange.fr Détails de la commande Commande n°401-7818293-0192031 Effectuée le 22 février Package Vidéo + Music + Livraison Prioritaire 48h . Profitez de tous les services en illimité valable 24 mois € 490,00 Sous-total des articles : € 490,00 Frais d'envoi : Gratuit Montant total de la commande : € 490,00 Moyen de paiement sélectionné : Carte Bancaire Si vous utilisez un appareil mobile, vous pouvez recevoir des notifications sur la livraison de votre colis et en effectuer le suivi depuis notre application gratuite. Nous espérons vous revoir bientôt.""",Mail reçu sans raison Je n'ai pris aucun abonnement.,"Amazon, Email"
662629,https://www.signal-arnaques.com/scam/view/662629,ARNAQUE SUSPECTÉE !!!,Arnaques site annonce,1,05/07/2023,,amazon,gelboitron.com,"Se fait passer pour Amazon et propose une palette de colis non réclamés pour 1.95€ . En acceptant de payer cette somme, vous payez en fait une période d'essais de 5 jours pour fbseeds (https://fbseeds.com) et au bout de ce délais, l'abonnement passe à 49.80€ par mois.","J'ai réglé les 1.95 €, résilié l'abonnement, j'attends la suite. Je ne sais pas si la résiliation est effective ou non et si je vais recevoir une palette ! Date d'expérience : 4 juillet 2023","Abonnement, Amazon, Colis"
847047,https://www.signal-arnaques.com/scam/view/847047,ARNAQUE SUSPECTÉE !!!,Arnaques de loterie,19,28/12/2021,account-update@amazon.com,Amazon.com,http://88-209-210-35.giganet.hu/92y6tdxc16kn3k8rzjil0qtzouobfblxj8k8de51dc9s7uu6qf3irf4pif3d79fe9kb6aq.ixkax0exfz5pi13eyeu0z6xicxptekdmlnkevmn6rcae8jcejc2ekbht1w3pug6fqn2ly7rdrlrbeyz6dgamik0nmdciuskmryzz8dv6r3tz7ezklv74qncqgoibasiwie9c9j6xtj6v,"Sujet : Amazon vous offre un excellent prix Date : Tue, 28 Dec 2021 06:26:00 -0500 (EST) De : Amazon.com account-update@amazon.com Pour : *****@***** ᴏʀᴀɴɢᴇ ᴄʟɪᴇɴᴛ {*******} vous avez un iPhone 12 a gagner! Mailchimp L'annonceur ne gère pas votre abonnement. Si vous préférez ne plus recevoir de communication, veuillez vous désinscrire ici","Usurpation de Amazon et Orange Infos adresse IP de l'expéditeur : Prestataire émetteur Pays d'émission IP émettrice RAINBOWIDC-AS-AP rainbow network limited, JP US 205.198.167.109",Amazon
170677,https://www.signal-arnaques.com/scam/view/170677,ARNAQUE SUSPECTÉE !!!,Phishing,3,26/07/2019,support@amazon.fr,Amazon support,,"Bonjour client, Malheureusement, nous n'avons pas pu confirmer vos informations de paiement sur votre compte amazon. Vous ne pourrez pas accéder à votre compte avant que nous puissions confirmer des informations. Afin de résoudre ce problème, veuillez lancer le processus de vérification. en cliquant sur le button ci-dessous: https://amazon-fr-miseajour-referances.homepage.t-online.de/540-986 Nous vous demandons de ne pas ouvrir de compte à nouveau, car toute nouvelle commande passée peut être retardée. Nous espérons te revoir bientôt. équipe Amazon","1) Quand Amazon s’adresse à moi, c’est toujours par mon nom et non « Bonjour client » 2) pour modifier des informations bancaires, il faut se connecter sur Amazon et non répondre à un mail 3) « cliquer sur le BUTTON »... un drôle de français! 4) On devient très copains puisqu’on passe du vouvoiement du début au tutoiement final! Ça sent la traduction la traduction Google!!!",Amazon
899892,https://www.signal-arnaques.com/scam/view/899892,ARNAQUE SUSPECTÉE !!!,Arnaques financières,8,18/01/2026,contact@premium-abonnement.onl,Facture Prime,,voir pièces jointes,L'expéditeur demande de cliquer sur un lien pour annuler une commande que je n'ai jamais passée.,
917361,https://www.signal-arnaques.com/scam/view/917361,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,14/04/2026,rikalp.in@rikalp.in,,amazon.fr,"Amazon SOUSCRIPTION PRIME CONFIRMÉE Bonjour, Conformément aux conditions générales, votre souscription a bien été prise en compte. Une facture sera transmise à l’adresse e-mail associée à votre compte. Bienvenue dans l’univers Prime : votre accès aux services sera opérationnel sous 24 h. RÉCAPITULATIF Numéro de référence AMZ-PR-8K4M-729104 Date d’activation 14 avril 2026 Offre Prime Family · 12 mois Montant TTC 269,90 EUR Gérez votre souscription depuis votre espace personnel. Prime Video Prime Family Prime Vidéo · Prime Music · Livraison prioritaire Abonnement annuel inclus dans le montant ci-dessus. Un second message vous sera adressé lorsque vos avantages seront pleinement activés. Une question sur votre souscription ? Cette souscription ne vous concerne pas ? Signalez-le depuis votre espace ou le centre d’aide. Accéder à mon espace","En janvier ,j' ai réglé à Amazon ce montant Prime pour 69,00 €",Amazon
858859,https://www.signal-arnaques.com/scam/view/858859,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,15/07/2025,contact@tv-multimedia.help,catalogue Music et Tv,https://www.amazon.fr/hz/contact-us/foresight/hubgateway,"J'ai reçu un sms m'avisant de ma souscription à prime music. Comme j'avais été sur Amazon à l'heure indiquée de ma souscription sur mon téléphone pour faire des recherches, j'ai cru avoir fait une fausse manipulation. Je suis donc allée sur mon compte ce matin sur mon ordinateur, et je constate qu'en effet je n'ai rien souscrit.",Je ne sais pas encore si je vais perdre de l'argent. j'ai supprimé les numéros d'anciennes CB qui étaient sur le site Date d'expérience : 15 juillet 2025,"SMS, Amazon"
49154,https://www.signal-arnaques.com/scam/view/49154,ARNAQUE SUSPECTÉE !!!,Phishing,11,28/12/2016,adresse-verification@amazon.fr,amazon.fr,,"CI DESSOUS LE CONTENU DU MAIL A NE PAS SUIVRE : a écrit : Cher client, Nous avons supprimé votre accès à ce compte, car nous n'avons pas pu confirmer vos informations de paiement. Vous ne serez pas en mesure d'accéder à votre compte ou de nous passer des commandes tant que nous ne pourrons pas confirmer ces informations. Pour des raisons de sécurité, nous pouvons vous demander une pièce d'identité. Cette mesure vise à protéger nos clients lorsqu'ils réalisent des transactions sur notre site Web. Afin de résoudre ce problème, veuillez envoyer les informations ci-dessous à notre ligne de fax sécurisée : -- Une copie du relevé de votre Visa se terminant par 51, sur lequel figure votre adresse de facturation -- Votre nom, votre numéro de téléphone et l'adresse e-mail enregistrée sur votre compte Amazon Vous trouverez notre numéro de fax et plus d'informations concernant les procédures de sécurité sur la page d'aide Amazon.fr : www.amazon.fr/demande-fax Nous convertirons votre fax en image numérique sécurisée. Pour protéger vos informations, nous limitons l'accès à vos informations de paiement à une équipe de spécialistes de compte. Notre Service Client peut confirmer que nous avons envoyé cet e-mail, mais ne peut ni voir votre fax ni vous renseigner davantage sur cette question. Si vous ne disposez pas de fax, vous pouvez nous envoyer vos informations à l'adresse suivante : C/O Address Verification Amazon FR, 4th floor Beaufort House, 15 St. Botolph Street, Aldgate, London EC3A 7DT Nous vous répondrons dans les 24 heures suivant la réception de votre fax ou votre lettre. Nous vous demandons de ne pas ouvrir de nouveau compte, car toute nouvelle commande que vous passez pourrait être retardée. Cordialement, Spécialiste de compte Amazon.fr","Suite à mon 1er achat sur amazon, à la place de recevoir un mail de confirmation (je sais ouvrir un compte et passer commande...). Je reçois un mail me demandant des info perso de la part de : adresse-verification@amazon.fr. Je sens le coup venir et consulte mon compte amazon, impossible de me connecter, le compte est bloqué, malgré création nouveau code etc... et idem pour mon compte bancaire en ligne, bloqué... !!! J'appelle ma banque, un prélèvement de 1€ est programmé. De fait ma caret bleu est ""phishée"", un autre prélèvement de 40€ est aussi réalisé sans mon accord... Je bloque ma carte ! Fait ch...","Amazon, Email"
915815,https://www.signal-arnaques.com/scam/view/915815,ARNAQUE SUSPECTÉE !!!,Phishing,1,05/04/2026,souscriptions@ma-notification-prime.fr,,amazon.frprime,"Mail m' informant du renouvellement de mon abonnement à Amazon Prime pour 438€, activation dans 5 jours... Adresse expéditeur ne correspondant pas @amazon.com",Tentative classique de phishing,"Phishing, Amazon, Email"
847248,https://www.signal-arnaques.com/scam/view/847248,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,27/05/2025,,Employé amazone,https://amazon.fr/z/xjdkiydiw,Demande de code pour refuser achat amazone de 100€,Demande de code personnel pour annuler l’achat amazone,"Onoff, Amazon"
348688,https://www.signal-arnaques.com/scam/view/348688,ARNAQUE SUSPECTÉE !!!,Sites frauduleux,1,09/04/2021,digital-no-reply@amazon.fr,amazon,http://www.amazon.fr,"""Nous vous informons que nous rencontrons des difficultés dans le traitement de votre paiement et sommes donc dans l'incapacité de traiter votre commande Kindle ""etc On me demande de cliquer sur des liens pour régler le problème.",Rien à ajouter.,Amazon
51,https://www.signal-arnaques.com/scam/view/51,ARNAQUE SUSPECTÉE !!!,Phishing,1,04/07/2014,ort.amazon@elasticemail.com,Amazon,,Il s'agit d'un mail reçu qui contient une image avec un lien de mise à jour des données de paiement. Il s'agit de l'usurpation d'identité de la société AMAZON.,Phishing et grosse arnaque sans aucun doute !,"Phishing, Amazon, Email"
170011,https://www.signal-arnaques.com/scam/view/170011,ARNAQUE SUSPECTÉE !!!,Phishing,1,22/07/2019,emailcustomerservicep9bzvrriz5s@zzthdlm.com,Amazon,,Re: [ Informed Alert] [ News Updates ] Latest Reminder - New Login added Informed on BELGIUM [XNSVWKFO] account-alert@amazon.com emailcustomerservicep9bzvrriz5s@zzthdlm.com Lun 22/07/2019 08:06 support-alertamz@amazon.com Amazon-Service-Center-Case-ID#53251.docx 58 Ko Cased Number 61777974-OUPSQXUHEV,"Tentative de phishing, reçue aujourd'hui, d'un sale brouteur qui se fait passer pour amazon et qui m'invite à télécharger une pièce jointe, ce que je n'ai pas fait mais je l'ai signalée à stop-spoofing@amazon.com. john141880","Brouteurs, Phishing, Amazon"
870555,https://www.signal-arnaques.com/scam/view/870555,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,29/08/2025,noreply@prime-multimedia.help,Facture,,"Bonjour, Merci pour votre achat. Votre commande n° 136-54685001-35160854 concernant Pack Divertissement Multi-Media a été enregistrée et est en cours de traitement. Vous disposez de 5 jours pour annuler cette commande avant le prélèvement. Pour gérer vos achats, rendez-vous dans Vos commandes. Date d'activation : Mardi 2 Septembre 2025 Mode de livraison : Activation en ligne Suivi de commande Votre commande sera activée sur : ............@neuf.fr Montant total : 400,00 EUR Résumé de votre commande Produit Pack Divertissement Multi-Media Activation en ligne - Licence 12 mois 400,00 EUR",Mail reçu sur une adresse mail qui n'est pas enregistrée chez Amazon,"Amazon, Email"
660900,https://www.signal-arnaques.com/scam/view/660900,ARNAQUE SUSPECTÉE !!!,Autres arnaques,1,29/06/2023,,,amazon.fr,"Produit non livré AMAZON produit un bon de livraison avec une signature , vraisemblablement faite par le livreur ,sans aucun rapport avec la mienne","Amazon me demande de me mettre en rapport avec le livreur , alors que tant que je n' aipas pris livraison du produit il est sous leur responsabilité Date d'expérience : 8 juin 2023",Amazon
828142,https://www.signal-arnaques.com/scam/view/828142,ARNAQUE SUSPECTÉE !!!,Arnaques financières,4,01/03/2025,family@talenta.com.mx,Amazon Family,,"Amazon Family Expéditeur :family@talenta.com.mx À : .......@yahoo.fr Bienvenue dans l'univers Amazon Prime FamiIy. Votre abonnement est en cours de validation J********, Votre inscription pour Amazon Prime FamiIy a bien été enregistrée pour le domicile situé au ********* pour un montant annuel de 480 €. Vérifiez dès maintenant vos infos de paiement pour activer tous vos avantages. Sans validation, l'accès complet sera limité. Informations bancaires enregistrées : IBAN : FR****************** BIC : C************** Vous n'êtes pas à l’origine de ce paiement ? Annuler mon abonnement En cas de doute ou pour toute assistance, n'hésitez pas à contacter notre service client. Contacter le service client","Bonjour, J'ai reçu un mail censé venir de AMAZON, dont l'expéditeur est : family@talenta.com.mx (adresse mail que vous considérez comme fiable). Les informations, dans ce mail, sont bonnes (mes adresse et coordonnées bancaires). Si je clique sur ""Annuler l'abonnement"", j'arrive bien sur une page AMAZON. il faut sélectionner le compte, ce que j'ai fait. J'arrive sur la page que je vous ai mise en PJ avec cette adresse de site : https://primefamily-fr.com/pages/summary/desktop/# qui ne correspond pas à l'adresse du site AMAZON et que vous signalez, d'ailleurs, comme frauduleux. Si je clique sur ""Annuler mon abonnement"", j'arrive sur une page qui me demande mes informations de remboursement et, ensuite, il faut cliquer sur ""valider"" et, là, on me demande mes coordonnées bancaires (qu'ils ont, déjà, étant donné qu'elles sont dans le mail (voir PJ). C'est une arnaque bancaire qui est très bien réalisée, pas de fautes dans le mail, arrivée sur une page AMAZON..... Je crains que beaucoup de personnes tombent dans le panneau.",Amazon
727089,https://www.signal-arnaques.com/scam/view/727089,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,04/01/2024,service@servpclt.com,Amazon.fr,,"Bonjour, La période d'essai gratuite de votre abonnement prime vient d'expirer. L'activation automatique de vos services s'est effectuée avec succès sur une période de 24 mois. Une facture vous sera envoyée sur l'adresse email suivante : mikael_vicente@orange.fr. Vous disposez de 14 jours pour annuler votre commande. Package Prime Vidéo + Music Prime + Livraison Prioritaire 48h . Profitez de tous les services Prime en illimité valable 24 mois. Sous-total des articles : € 685.90","Le mail me demande de retrouver le suivi demain commande. Pas de lien. Juste ""vos commande"".","Amazon, Email"
862002,https://www.signal-arnaques.com/scam/view/862002,ARNAQUE SUSPECTÉE !!!,Phishing,2,26/07/2025,ce.0596648f@ac-lille.fr,CETELEM AMAZON BUT CORA CONFORAMA GALERIES LAFAYETTE,,Demande de validation d'un faux paiement sur le site Amazon en incitant d'appeler un numéro de téléphone,"Usurpation identité et logo de CETELEM, de Amazon, et autres pour des escroqueries avec phishing de données bancaires de valider par téléphone un faux paiement sur Internet.","Phishing, Amazon"
886247,https://www.signal-arnaques.com/scam/view/886247,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,10/11/2025,contacts@primes-sub.onl,Amazon,,Abonnement amazon prime vidéo,Je commande rien chez Amazon,Amazon
535580,https://www.signal-arnaques.com/scam/view/535580,ARNAQUE SUSPECTÉE !!!,Autres arnaques,1,19/08/2022,,"Amazon: Tentative de connexion de 75, FR.",,"https://amazon.fr/a/c/r/vnJSyMlTKv9prRA95a86xoLi7 Amazon: Tentative de connexion de 75, FR. Appuyez sur le lien pour répondre.",Bonjour Depuis hier cela 5 sms que je reçois. A chaque fois un lien différent.,"SMS, Amazon"
879256,https://www.signal-arnaques.com/scam/view/879256,ARNAQUE SUSPECTÉE !!!,Phishing,2,08/10/2025,noreply@contact-prime-resi.online,Amazon,,Commander multi media amazon de 400€,"J'ai reçu un mail de amazon à mon nom adresse iban, m'indiquant une commande Amazon Multi média de 400€","Amazon, Email"
919985,https://www.signal-arnaques.com/scam/view/919985,ARNAQUE SUSPECTÉE !!!,Arnaques site annonce,2,27/04/2026,contact@service-prenium.com,Amazon,,"Référence 403-6207262-3057921 Votre commande est confirmée Merci pour votre confiance. Votre souscription au service Pack Digital Premium a bien été validée et sera activée automatiquement. Statut Validée Essai gratuit 5 jours Activation 02 mai Services inclus ✔ Accès illimité à la plateforme premium ✔ Outils avancés réservés aux membres ✔ Assistance prioritaire 7j/7 ✔ Mises à jour incluses sans frais Période d’essai active Vous bénéficiez actuellement de 5 jours gratuits. Vous pouvez résilier sans frais avant la date d’activation. À l’issue de ce délai, l’abonnement démarrera automatiquement. Accéder à mon espace client Résumé de facturation Montant HT 400,00 € TVA (20%) 80,00 € Durée 48 mois Total TTC 480,00 € Ce message vous a été envoyé par Amazon Services. Merci de ne pas répondre directement à cet e-mail. Pour obtenir de l’aide, consultez le Centre d’aide Amazon ou connectez-vous à votre compte. Amazon Europe Core S.à r.l. – 38 avenue John F. Kennedy, L-1855 Luxembourg © 2026 Amazon, Inc. ou ses sociétés affiliées.",Mail reçu sur ma boîte mail,"Amazon, Email"
911978,https://www.signal-arnaques.com/scam/view/911978,ARNAQUE SUSPECTÉE !!!,Arnaques financières,1,17/03/2026,g.pompei5@studenti.unimc.it,Service-amazon,,voir pièce jointe,Je souhaite vous signaler et vous transmettre la fraude reçue ce matin,Amazon
719137,https://www.signal-arnaques.com/scam/view/719137,ARNAQUE SUSPECTÉE !!!,Arnaques site annonce,1,10/12/2023,,amazon,,Vends champagne,Je pensais acheter en tout confiance sous l'enseigne amazon Date d'expérience : 30 novembre 2023,Amazon
855066,https://www.signal-arnaques.com/scam/view/855066,ARNAQUE SUSPECTÉE !!!,Phishing,1,30/06/2025,,Cetelem / Conseiller client but conforama cora finance,,"Nous vous informons que votre paiement de 1321, 98 par carte bancaire sur Amazon a été validé Soit disant Cetelem pour vérification blanchiment argent Avec faux nº de tel (voir ci-dessus) pour appel",Je ne fait pas d’achats sur Amazon Ce n’est pas mon numéro de carte Le nº d’appel est manifestement faux,Amazon
365221,https://www.signal-arnaques.com/scam/view/365221,ARNAQUE SUSPECTÉE !!!,Phishing,1,02/06/2021,,,https://amazon.fr/a/c/r?k=blrfdxecdycbrus73k664mpfr,"un message apparait : Amazon : tentative de connexion de 75, Fr apuyez sur le lien pour répondre",je n ai pas répondu et pourtant je reçois des colis non commandés et mon compte bancaire est prélevé.,"Amazon, Colis"
550646,https://www.signal-arnaques.com/scam/view/550646,ARNAQUE SUSPECTÉE !!!,Phishing,2,29/09/2022,service@servcml.com,Amazon Prime abonnement,,"Confirmation de commande Commande n°317-815462-5763304 Bonjour, La période d'essai gratuite de votre abonnement Prime vient d'expirer. L'activation automatique de vos services s'est effectuée avec succès sur une période de 24 mois. Une facture vous sera envoyée sur l'adresse email suivante : « mon adresse mail . » Vous disposez de 14 jours pour annuler votre commande. Commande n°317-815462-5763304 Effectuée le 27 septembre 2022 Package Prime Vidéo + Music Prime + Livraison Prioritaire 48h . Profitez de tous les services Amazon en illimité valable 24 mois € 480,00 Sous-total des articles : € 480,00 Frais d'envoi : Gratuit Montant total de la commande : € 480,00 Moyen de paiement sélectionné : Carte Bancaire Si vous utilisez un appareil mobile, vous pouvez recevoir des notifications sur la livraison de votre colis et en effectuer le suivi depuis notre application gratuite. Nous espérons vous revoir bientôt. Retrouvez le suivi de votre commande ci-dessous. Vos commandes Détails de la commande Commande n°317-815462-5763304""",Mail reçu pour un abonnement que je n'ai pas ... adresse mail non officiel d'amazon....arnaque !!!!,"Abonnement, Amazon, Email"
60549,https://www.signal-arnaques.com/scam/view/60549,ARNAQUE SUSPECTÉE !!!,Phishing,1,15/04/2017,Amazon.Shopper.Feedback@104.168.16.240,Amazon Gift Cards,,"$50 Amazon Gift Card Inside To Be Removed From Our Mailing List Please Click HERE or send mail to: 0937316 BC Ltd PO Box 8 STN A Nanaimo, BC, V9R5K4, Canada",Tentative de phishing ou chantage pour être supprimé d'une liste de spams,"Phishing, Amazon"
865211,https://www.signal-arnaques.com/scam/view/865211,ARNAQUE SUSPECTÉE !!!,Arnaques financières,5,07/08/2025,info@thepeacefulpelican.com,Amazon / Facture,,Facture de 493 euros pour un abonnement prime vidéo.,On nous demande de payer un soit disant abonnement prime vidéo que nous aurions prit à 02h36 du matin de 493 euros alors que nous n’avons souscrit à aucun abonnement de ce genre,Amazon
496336,https://www.signal-arnaques.com/scam/view/496336,ARNAQUE SUSPECTÉE !!!,Phishing,33,10/05/2022,service@emailvxw.com,Amazon Prime video,,"Bonjour, La période d'essai gratuite à votre abonnement """" Prime Vidéo """" vient d'expirer . Le renouvellement automatique de vos services s'est effectué avec succès . Une facture vous sera envoyée sur l'adresse email suivante : xxxxxxxxxxxx@xxxxxxxxx.fr . Vous disposez de 14 jours pour annuler votre commande en cliquant sur le bouton ci-dessous : Désormais pour annuler un achat Amazon, la connexion a votre compte est facultative, il suffit simplement de cliquer sur le bouton """"Mode hors connexion"""", d'insérer votre n° de commande indiquer sur le courriel, puis d'annuler votre commande. Détails de la commande Commande n° 701-0050123-4716423 effectuée le samedi 07 mai 2022 Package Prime Vidéo + Music Prime + Livraison Gratuite Prioritaire 48h . Profitez de tous les services Amazon en illimité valable 12 mois . Vendu par Amazon EUR 950,00","Reçu dans mes spams, se font passer pour amazon avec une adresse mail pourrie. Lien frauduleux qui va emmener vers un faux site pour récupérer les données ...je n'ai pas pris le risque de cliquer dessus pour vérifier ....",Amazon
